region,subregion,source_type,citation_year,citation_short,source_url,variable_or_process,model_name_in_source,nex_model_id,membership_scope,finding_direction,confidence,inside_parent_18,notes
Africa,AFR-WAF,peer_reviewed,,,,,,,regional_standard,,,
Africa,AFR-MDG,peer_reviewed,,,,,,,regional_standard,,,
Andes,Andes,peer_reviewed,,,,,,,regional_standard,,,
Africa,AFR-CAF,peer_reviewed,,,,,,,regional_standard,,,
Africa,AFR-WSAF,peer_reviewed,,,,,,,regional_standard,,,
Africa,AFR-ESAF,peer_reviewed,,,,,,,regional_standard,,,
